Postcode,Gemeente,Deelgemeente,Provincie,Inwoners,"Facili-
teiten","Vertaling naam
(deel)gemeente",
7910,Frasnes-lez-Anvaing,Cordes,Hainaut,,,,
7910,Frasnes-lez-Anvaing,Ellignies-lez-Frasnes,Hainaut,,,,
7910,Frasnes-lez-Anvaing,Forest,Hainaut,,,,
7910,Frasnes-lez-Anvaing,Wattripont,Hainaut,,,,
7911,Frasnes-lez-Anvaing,Buissenal,Hainaut,,,,
7911,Frasnes-lez-Anvaing,Frasnes-lez-Buissenal,Hainaut,,,,
7911,Frasnes-lez-Anvaing,Hacquegnies,Hainaut,,,,
7911,Frasnes-lez-Anvaing,Herquegies,Hainaut,,,,
7911,Frasnes-lez-Anvaing,Montroeul-au-Bois,Hainaut,,,,
7911,Frasnes-lez-Anvaing,Moustier,Hainaut,,,,
7911,Frasnes-lez-Anvaing,Oeudeghien,Hainaut,,,,
7912,Frasnes-lez-Anvaing,Dergneau,Hainaut,,,,
7912,Frasnes-lez-Anvaing,Saint-Sauveur,Hainaut,,,,
7940,Brugelette,Cambron-Casteau,Hainaut,,,,
7941,Brugelette,Attre,Hainaut,,,,
7942,Brugelette,M�vergnies-lez-Lens,Hainaut,,,,
7943,Brugelette,Gages,Hainaut,,,,
7950,Chi�vres,Grosage,Hainaut,,,,
7950,Chi�vres,Huissignies,Hainaut,,,,
7950,Chi�vres,Ladeuze,Hainaut,,,,
7950,Chi�vres,Tongre-Saint-Martin,Hainaut,,,,
7951,Chi�vres,Tongre-Notre-Dame,Hainaut,,,,
7971,Beloeil,Bas�cles,Hainaut,,,,
7971,Beloeil,Ramegnies,Hainaut,,,,
7971,Beloeil,Thumaide,Hainaut,,,,
7971,Beloeil,Wadelincourt,Hainaut,,,,
7972,Beloeil,Aubechies,Hainaut,,,,
7972,Beloeil,Ellignies-Sainte-Anne,Hainaut,,,,
7972,Beloeil,Quevaucamps,Hainaut,,,,
7973,Beloeil,Grandglise,Hainaut,,,,
7973,Beloeil,Stambruges,Hainaut,,,,
8000,Brugge,Koolkerke,West-Vlaanderen,,,,
8020,Oostkamp,Hertsberge,West-Vlaanderen,,,,
8020,Oostkamp,Ruddervoorde,West-Vlaanderen,,,,
8020,Oostkamp,Waardamme,West-Vlaanderen,,,,
8200,Brugge,Sint-Andries,West-Vlaanderen,,,,
8200,Brugge,Sint-Michiels,West-Vlaanderen,,,,
8210,Zedelgem,Loppem,West-Vlaanderen,,,,
8210,Zedelgem,Veldegem,West-Vlaanderen,,,,
8211,Zedelgem,Aartrijke,West-Vlaanderen,,,,
8300,Knokke-Heist,Knokke,West-Vlaanderen,,,,
8300,Knokke-Heist,Westkapelle,West-Vlaanderen,,,,
8301,Knokke-Heist,Heist,West-Vlaanderen,,,,
8301,Knokke-Heist,Ramskapelle,West-Vlaanderen,,,,
8310,Brugge,Sint-Kruis,West-Vlaanderen,,,,
8310,Brugge,Assebroek,West-Vlaanderen,,,,
8340,Damme,Hoeke,West-Vlaanderen,,,,
8340,Damme,Lapscheure,West-Vlaanderen,,,,
8340,Damme,Moerkerke,West-Vlaanderen,,,,
8340,Damme,Oostkerke,West-Vlaanderen,,,,
8340,Damme,Sijsele,West-Vlaanderen,,,,
8370,Blankenberge,Uitkerke,West-Vlaanderen,,,,
8377,Zuienkerke,Houtave,West-Vlaanderen,,,,
8377,Zuienkerke,Meetkerke,West-Vlaanderen,,,,
8377,Zuienkerke,Nieuwmunster,West-Vlaanderen,,,,
8380,Brugge,Dudzele,West-Vlaanderen,,,,
8380,Brugge,Lissewege,West-Vlaanderen,,,,
8400,Oostende,Stene,West-Vlaanderen,,,,
8400,Oostende,Zandvoorde,West-Vlaanderen,,,,
8420,De Haan,Klemskerke,West-Vlaanderen,,,,
8420,De Haan,Wenduine,West-Vlaanderen,,,,
8421,De Haan,Vlissegem,West-Vlaanderen,,,,
8431,Middelkerke,Wilskerke,West-Vlaanderen,,,,
8432,Middelkerke,Leffinge,West-Vlaanderen,,,,
8433,Middelkerke,Mannekensvere,West-Vlaanderen,,,,
8433,Middelkerke,Schore,West-Vlaanderen,,,,
8433,Middelkerke,Sint-Pieters-Kapelle,West-Vlaanderen,,,,
8433,Middelkerke,Slijpe,West-Vlaanderen,,,,
8434,Middelkerke,Lombardsijde,West-Vlaanderen,,,,
8434,Middelkerke,Westende,West-Vlaanderen,,,,
8460,Oudenburg,Ettelgem,West-Vlaanderen,,,,
8460,Oudenburg,Roksem,West-Vlaanderen,,,,
8460,Oudenburg,Westkerke,West-Vlaanderen,,,,
8470,Gistel,Moere,West-Vlaanderen,,,,
8470,Gistel,Snaaskerke,West-Vlaanderen,,,,
8470,Gistel,Zevekote,West-Vlaanderen,,,,
8480,Ichtegem,Bekegem,West-Vlaanderen,,,,
8480,Ichtegem,Eernegem,West-Vlaanderen,,,,
8490,Jabbeke,Snellegem,West-Vlaanderen,,,,
8490,Jabbeke,Stalhille,West-Vlaanderen,,,,
8490,Jabbeke,Varsenare,West-Vlaanderen,,,,
8490,Jabbeke,Zerkegem,West-Vlaanderen,,,,
8501,Kortrijk,Bissegem,West-Vlaanderen,,,,
8501,Kortrijk,Heule,West-Vlaanderen,,,,
8510,Kortrijk,Bellegem,West-Vlaanderen,,,,
8510,Kortrijk,Kooigem,West-Vlaanderen,,,,
8510,Kortrijk,Marke,West-Vlaanderen,,,,
8510,Kortrijk,Rollegem,West-Vlaanderen,,,,
8511,Kortrijk,Aalbeke,West-Vlaanderen,,,,
8531,Harelbeke,Bavikhove,West-Vlaanderen,,,,
8531,Harelbeke,Hulste,West-Vlaanderen,,,,
8551,Zwevegem,Heestert,West-Vlaanderen,,,,
8552,Zwevegem,Moen,West-Vlaanderen,,,,
8553,Zwevegem,Otegem,West-Vlaanderen,,,,
8554,Zwevegem,Sint-Denijs,West-Vlaanderen,,,,
8560,Wevelgem,Gullegem,West-Vlaanderen,,,,
8560,Wevelgem,Moorsele,West-Vlaanderen,,,,
8570,Anzegem,Gijzelbrechtegem,West-Vlaanderen,,,,
8570,Anzegem,Ingooigem,West-Vlaanderen,,,,
8570,Anzegem,Vichte,West-Vlaanderen,,,,
8572,Anzegem,Kaster,West-Vlaanderen,,,,
8573,Anzegem,Tiegem,West-Vlaanderen,,,,
8581,Avelgem,Kerkhove,West-Vlaanderen,,,,
8581,Avelgem,Waarmaarde,West-Vlaanderen,,,,
8582,Avelgem,Outrijve,West-Vlaanderen,,,,
8583,Avelgem,Bossuit,West-Vlaanderen,,,,
8587,Espierres-Helchin,Espierres,West-Vlaanderen,,f,Spiere,
8587,Espierres-Helchin,Helchin,West-Vlaanderen,,f,Helkijn,
8587,Spiere-Helkijn,Helkijn,West-Vlaanderen,,f,Helchin,
8587,Spiere-Helkijn,Spiere,West-Vlaanderen,,f,Espierres,
8600,Diksmuide,Beerst,West-Vlaanderen,,,,
8600,Diksmuide,Driekapellen,West-Vlaanderen,,,,
8600,Diksmuide,Esen,West-Vlaanderen,,,,
8600,Diksmuide,Kaaskerke,West-Vlaanderen,,,,
8600,Diksmuide,Keiem,West-Vlaanderen,,,,
8600,Diksmuide,Lampernisse,West-Vlaanderen,,,,
8600,Diksmuide,Leke,West-Vlaanderen,,,,
8600,Diksmuide,Nieuwkapelle,West-Vlaanderen,,,,
8600,Diksmuide,Oostkerke,West-Vlaanderen,,,,
8600,Diksmuide,Oudekapelle,West-Vlaanderen,,,,
8600,Diksmuide,Pervijze,West-Vlaanderen,,,,
8600,Diksmuide,Sint-Jacobs-Kapelle,West-Vlaanderen,,,,
8600,Diksmuide,Stuivenskerke,West-Vlaanderen,,,,
8600,Diksmuide,Vladslo,West-Vlaanderen,,,,
8600,Diksmuide,Woumen,West-Vlaanderen,,,,
8610,Kortemark,Handzame,West-Vlaanderen,,,,
8610,Kortemark,Werken,West-Vlaanderen,,,,
8610,Kortemark,Zarren,West-Vlaanderen,,,,
8620,Nieuwpoort,Ramskapelle,West-Vlaanderen,,,,
8620,Nieuwpoort,Sint-Joris,West-Vlaanderen,,,,
8630,Veurne,Avekapelle,West-Vlaanderen,,,,
8630,Veurne,Beauvoorde,West-Vlaanderen,,,,
8630,Veurne,Booitshoeke,West-Vlaanderen,,,,
8630,Veurne,Bulskamp,West-Vlaanderen,,,,
8630,Veurne,De Moeren,West-Vlaanderen,,,,
8630,Veurne,Eggewaartskapelle,West-Vlaanderen,,,,
8630,Veurne,Houtem,West-Vlaanderen,,,,
8630,Veurne,Steenkerke,West-Vlaanderen,,,,
8630,Veurne,Vinkem,West-Vlaanderen,,,,
8630,Veurne,Wulveringem,West-Vlaanderen,,,,
8630,Veurne,Zoutenaaie,West-Vlaanderen,,,,
8640,Vleteren,Oostvleteren,West-Vlaanderen,,,,
8640,Vleteren,Westvleteren,West-Vlaanderen,,,,
8640,Vleteren,Woesten,West-Vlaanderen,,,,
8647,Lo-Reninge,Lo,West-Vlaanderen,,,,
8647,Lo-Reninge,Noordschote,West-Vlaanderen,,,,
8647,Lo-Reninge,Pollinkhove,West-Vlaanderen,,,,
8647,Lo-Reninge,Reninge,West-Vlaanderen,,,,
8650,Houthulst,Klerken,West-Vlaanderen,,,,
8650,Houthulst,Merkem,West-Vlaanderen,,,,
8660,De Panne,Adinkerke,West-Vlaanderen,,,,
8670,Koksijde,Oostduinkerke,West-Vlaanderen,,,,
8670,Koksijde,Wulpen,West-Vlaanderen,,,,
8680,Koekelare,Bovekerke,West-Vlaanderen,,,,
8680,Koekelare,Zande,West-Vlaanderen,,,,
8690,Alveringem,Hoogstade,West-Vlaanderen,,,,
8690,Alveringem,Oeren,West-Vlaanderen,,,,
8690,Alveringem,Sint-Rijkers,West-Vlaanderen,,,,
8691,Alveringem,Beveren,West-Vlaanderen,,,,
8691,Alveringem,Gijverinkhove,West-Vlaanderen,,,,
8691,Alveringem,Izenberge,West-Vlaanderen,,,,
8691,Alveringem,Leisele,West-Vlaanderen,,,,
8691,Alveringem,Stavele,West-Vlaanderen,,,,
8700,Tielt,Aarsele,West-Vlaanderen,,,,
8700,Tielt,Kanegem,West-Vlaanderen,,,,
8700,Tielt,Schuiferskapelle,West-Vlaanderen,,,,
8710,Wielsbeke,Ooigem,West-Vlaanderen,,,,
8710,Wielsbeke,Sint-Baafs-Vijve,West-Vlaanderen,,,,
8720,Dentergem,Markegem,West-Vlaanderen,,,,
8720,Dentergem,Oeselgem,West-Vlaanderen,,,,
8720,Dentergem,Wakken,West-Vlaanderen,,,,
8730,Beernem,Oedelem,West-Vlaanderen,,,,
8730,Beernem,Sint-Joris,West-Vlaanderen,,,,
8740,Pittem,Egem,West-Vlaanderen,,,,
8750,Wingene,Zwevezele,West-Vlaanderen,,,,
8791,Waregem,Beveren,West-Vlaanderen,,,,
8792,Waregem,Desselgem,West-Vlaanderen,,,,
8793,Waregem,Sint-Eloois-Vijve,West-Vlaanderen,,,,
8800,Roeselare,Beveren,West-Vlaanderen,,,,
8800,Roeselare,Oekene,West-Vlaanderen,,,,
8800,Roeselare,Rumbeke,West-Vlaanderen,,,,
8830,Hooglede,Gits,West-Vlaanderen,,,,
8840,Staden,Oostnieuwkerke,West-Vlaanderen,,,,
8840,Staden,Westrozebeke,West-Vlaanderen,,,,
8851,Ardooie,Koolskamp,West-Vlaanderen,,,,
8870,Izegem,Emelgem,West-Vlaanderen,,,,
8870,Izegem,Kachtem,West-Vlaanderen,,,,
8880,Ledegem,Rollegem-Kapelle,West-Vlaanderen,,,,
8880,Ledegem,Sint-Eloois-Winkel,West-Vlaanderen,,,,
8890,Moorslede,Dadizele,West-Vlaanderen,,,,
8900,Ieper,Brielen,West-Vlaanderen,,,,
8900,Ieper,Dikkebus,West-Vlaanderen,,,,
8900,Ieper,Sint-Jan,West-Vlaanderen,,,,
8902,Ieper,Hollebeke,West-Vlaanderen,,,,
8902,Ieper,Voormezele,West-Vlaanderen,,,,
8902,Ieper,Zillebeke,West-Vlaanderen,,,,
8904,Ieper,Boezinge,West-Vlaanderen,,,,
8904,Ieper,Zuidschote,West-Vlaanderen,,,,
8906,Ieper,Elverdinge,West-Vlaanderen,,,,
8908,Ieper,Vlamertinge,West-Vlaanderen,,,,
8920,Langemark-Poelkapelle,Bikschote,West-Vlaanderen,,,,
8920,Langemark-Poelkapelle,Langemark,West-Vlaanderen,,,,
8920,Langemark-Poelkapelle,Poelkapelle,West-Vlaanderen,,,,
8930,Menen,Lauwe,West-Vlaanderen,,,,
8930,Menen,Rekkem,West-Vlaanderen,,,,
8940,Wervik,Geluwe,West-Vlaanderen,,,,
8950,Heuvelland,Nieuwkerke,West-Vlaanderen,,,,
8951,Heuvelland,Dranouter,West-Vlaanderen,,,,
8952,Heuvelland,Wulvergem,West-Vlaanderen,,,,
8953,Heuvelland,Wijtschate,West-Vlaanderen,,,,
8954,Heuvelland,Westouter,West-Vlaanderen,,,,
8956,Heuvelland,Kemmel,West-Vlaanderen,,,,
8958,Heuvelland,Loker,West-Vlaanderen,,,,
8970,Poperinge,Reningelst,West-Vlaanderen,,,,
8972,Poperinge,Krombeke,West-Vlaanderen,,,,
8972,Poperinge,Proven,West-Vlaanderen,,,,
8972,Poperinge,Roesbrugge-Haringe,West-Vlaanderen,,,,
8978,Poperinge,Watou,West-Vlaanderen,,,,
8980,Zonnebeke,Beselare,West-Vlaanderen,,,,
8980,Zonnebeke,Geluveld,West-Vlaanderen,,,,
8980,Zonnebeke,Passendale,West-Vlaanderen,,,,
8980,Zonnebeke,Zandvoorde,West-Vlaanderen,,,,
9030,Gent,Mariakerke,Oost-Vlaanderen,,,,
9031,Gent,Drongen,Oost-Vlaanderen,,,,
9032,Gent,Wondelgem,Oost-Vlaanderen,,,,
9040,Gent,Sint-Amandsberg,Oost-Vlaanderen,,,,
9041,Gent,Oostakker,Oost-Vlaanderen,,,,
9042,Gent,Desteldonk,Oost-Vlaanderen,,,,
9042,Gent,Mendonk,Oost-Vlaanderen,,,,
9042,Gent,Sint-Kruis-Winkel,Oost-Vlaanderen,,,,
9050,Gent,Gentbrugge,Oost-Vlaanderen,,,,
9050,Gent,Ledeberg,Oost-Vlaanderen,,,,
9051,Gent,Afsnee,Oost-Vlaanderen,,,,
9051,Gent,Sint-Denijs-Westrem,Oost-Vlaanderen,,,,
9052,Gent,Zwijnaarde,Oost-Vlaanderen,,,,
9070,Destelbergen,Heusden,Oost-Vlaanderen,,,,
9080,Lochristi,Beervelde,Oost-Vlaanderen,,,,
9080,Lochristi,Zaffelare,Oost-Vlaanderen,,,,
9080,Lochristi,Zeveneken,Oost-Vlaanderen,,,,
9090,Melle,Gontrode,Oost-Vlaanderen,,,,
9100,Sint-Niklaas,Nieuwkerken-Waas,Oost-Vlaanderen,,,,
9111,Sint-Niklaas,Belsele,Oost-Vlaanderen,,,,
9112,Sint-Niklaas,Sinaai,Oost-Vlaanderen,,,,
9120,Beveren,Haasdonk,Oost-Vlaanderen,,,,
9120,Beveren,Melsele,Oost-Vlaanderen,,,,
9120,Beveren,Vrasene,Oost-Vlaanderen,,,,
9130,Beveren,Doel,Oost-Vlaanderen,,,,
9130,Beveren,Kallo,Oost-Vlaanderen,,,,
9130,Beveren,Kieldrecht,Oost-Vlaanderen,,,,
9130,Beveren,Verrebroek,Oost-Vlaanderen,,,,
9140,Temse,Elversele,Oost-Vlaanderen,,,,
9140,Temse,Steendorp,Oost-Vlaanderen,,,,
9140,Temse,Tielrode,Oost-Vlaanderen,,,,
9150,Kruibeke,Bazel,Oost-Vlaanderen,,,,
9150,Kruibeke,Rupelmonde,Oost-Vlaanderen,,,,
9160,Lokeren,Daknam,Oost-Vlaanderen,,,,
9160,Lokeren,Eksaarde,Oost-Vlaanderen,,,,
9170,Sint-Gillis-Waas,De Klinge,Oost-Vlaanderen,,,,
9170,Sint-Gillis-Waas,Meerdonk,Oost-Vlaanderen,,,,
9170,Sint-Gillis-Waas,Sint-Pauwels,Oost-Vlaanderen,,,,
9190,Stekene,Kemzeke,Oost-Vlaanderen,,,,
9200,Dendermonde,Appels,Oost-Vlaanderen,,,,
9200,Dendermonde,Baasrode,Oost-Vlaanderen,,,,
9200,Dendermonde,Grembergen,Oost-Vlaanderen,,,,
9200,Dendermonde,Mespelare,Oost-Vlaanderen,,,,
9200,Dendermonde,Oudegem,Oost-Vlaanderen,,,,
9200,Dendermonde,Schoonaarde,Oost-Vlaanderen,,,,
9200,Dendermonde,Sint-Gillis-bij-Dendermonde,Oost-Vlaanderen,,,,
9220,Hamme,Moerzeke,Oost-Vlaanderen,,,,
9230,Wetteren,Massemen,Oost-Vlaanderen,,,,
9230,Wetteren,Westrem,Oost-Vlaanderen,,,,
9255,Buggenhout,Opdorp,Oost-Vlaanderen,,,,
9260,Wichelen,Schellebelle,Oost-Vlaanderen,,,,
9260,Wichelen,Serskamp,Oost-Vlaanderen,,,,
9270,Laarne,Kalken,Oost-Vlaanderen,,,,
9280,Lebbeke,Denderbelle,Oost-Vlaanderen,,,,
9280,Lebbeke,Wieze,Oost-Vlaanderen,,,,
9290,Berlare,Overmere,Oost-Vlaanderen,,,,
9290,Berlare,Uitbergen,Oost-Vlaanderen,,,,
9308,Aalst,Gijzegem,Oost-Vlaanderen,,,,
9308,Aalst,Hofstade,Oost-Vlaanderen,,,,
9310,Aalst,Baardegem,Oost-Vlaanderen,,,,
9310,Aalst,Herdersem,Oost-Vlaanderen,,,,
9310,Aalst,Meldert,Oost-Vlaanderen,,,,
9310,Aalst,Moorsel,Oost-Vlaanderen,,,,
9320,Aalst,Erembodegem,Oost-Vlaanderen,,,,
9320,Aalst,Nieuwerkerken,Oost-Vlaanderen,,,,
9340,Lede,Impe,Oost-Vlaanderen,,,,
9340,Lede,Oordegem,Oost-Vlaanderen,,,,
9340,Lede,Smetlede,Oost-Vlaanderen,,,,
9340,Lede,Wanzele,Oost-Vlaanderen,,,,
9400,Ninove,Appelterre-Eichem,Oost-Vlaanderen,,,,
9400,Ninove,Denderwindeke,Oost-Vlaanderen,,,,
9400,Ninove,Lieferinge,Oost-Vlaanderen,,,,
9400,Ninove,Nederhasselt,Oost-Vlaanderen,,,,
9400,Ninove,Okegem,Oost-Vlaanderen,,,,
9400,Ninove,Voorde,Oost-Vlaanderen,,,,
9401,Ninove,Pollare,Oost-Vlaanderen,,,,
9402,Ninove,Meerbeke,Oost-Vlaanderen,,,,
9403,Ninove,Neigem,Oost-Vlaanderen,,,,
9404,Ninove,Aspelare,Oost-Vlaanderen,,,,
9406,Ninove,Outer,Oost-Vlaanderen,,,,
9420,Erpe-Mere,Aaigem,Oost-Vlaanderen,,,,
9420,Erpe-Mere,Bambrugge,Oost-Vlaanderen,,,,
9420,Erpe-Mere,Burst,Oost-Vlaanderen,,,,
9420,Erpe-Mere,Erondegem,Oost-Vlaanderen,,,,
9420,Erpe-Mere,Erpe,Oost-Vlaanderen,,,,
9420,Erpe-Mere,Mere,Oost-Vlaanderen,,,,
9420,Erpe-Mere,Ottergem,Oost-Vlaanderen,,,,
9420,Erpe-Mere,Vlekkem,Oost-Vlaanderen,,,,
9450,Haaltert,Denderhoutem,Oost-Vlaanderen,,,,
9450,Haaltert,Heldergem,Oost-Vlaanderen,,,,
9451,Haaltert,Kerksken,Oost-Vlaanderen,,,,
9472,Denderleeuw,Iddergem,Oost-Vlaanderen,,,,
9473,Denderleeuw,Welle,Oost-Vlaanderen,,,,
9500,Geraardsbergen,Goeferdinge,Oost-Vlaanderen,,,,
9500,Geraardsbergen,Moerbeke,Oost-Vlaanderen,,,,
9500,Geraardsbergen,Nederboelare,Oost-Vlaanderen,,,,
9500,Geraardsbergen,Onkerzele,Oost-Vlaanderen,,,,
9500,Geraardsbergen,Ophasselt,Oost-Vlaanderen,,,,
9500,Geraardsbergen,Overboelare,Oost-Vlaanderen,,,,
9500,Geraardsbergen,Viane,Oost-Vlaanderen,,,,
9500,Geraardsbergen,Zarlardinge,Oost-Vlaanderen,,,,
9506,Geraardsbergen,Grimminge,Oost-Vlaanderen,,,,
9506,Geraardsbergen,Idegem,Oost-Vlaanderen,,,,
9506,Geraardsbergen,Nieuwenhove,Oost-Vlaanderen,,,,
9506,Geraardsbergen,Schendelbeke,Oost-Vlaanderen,,,,
9506,Geraardsbergen,Smeerebbe-Vloerzegem,Oost-Vlaanderen,,,,
9506,Geraardsbergen,Waarbeke,Oost-Vlaanderen,,,,
9506,Geraardsbergen,Zandbergen,Oost-Vlaanderen,,,,
9520,Sint-Lievens-Houtem,Bavegem,Oost-Vlaanderen,,,,
9520,Sint-Lievens-Houtem,Vlierzele,Oost-Vlaanderen,,,,
9520,Sint-Lievens-Houtem,Zonnegem,Oost-Vlaanderen,,,,
9521,Sint-Lievens-Houtem,Letterhoutem,Oost-Vlaanderen,,,,
9550,Herzele,Hillegem,Oost-Vlaanderen,,,,
9550,Herzele,Sint-Antelinks,Oost-Vlaanderen,,,,
9550,Herzele,Sint-Lievens-Esse,Oost-Vlaanderen,,,,
9550,Herzele,Steenhuize-Wijnhuize,Oost-Vlaanderen,,,,
9550,Herzele,Woubrechtegem,Oost-Vlaanderen,,,,
9551,Herzele,Ressegem,Oost-Vlaanderen,,,,
9552,Herzele,Borsbeke,Oost-Vlaanderen,,,,
9570,Lierde,Deftinge,Oost-Vlaanderen,,,,
9570,Lierde,Sint-Maria-Lierde,Oost-Vlaanderen,,,,
9571,Lierde,Hemelveerdegem,Oost-Vlaanderen,,,,
9572,Lierde,Sint-Martens-Lierde,Oost-Vlaanderen,,,,
9620,Zottegem,Elene,Oost-Vlaanderen,,,,
9620,Zottegem,Erwetegem,Oost-Vlaanderen,,,,
9620,Zottegem,Godveerdegem,Oost-Vlaanderen,,,,
9620,Zottegem,Grotenberge,Oost-Vlaanderen,,,,
9620,Zottegem,Leeuwergem,Oost-Vlaanderen,,,,
9620,Zottegem,Oombergen,Oost-Vlaanderen,,,,
9620,Zottegem,Sint-Goriks-Oudenhove,Oost-Vlaanderen,,,,
9620,Zottegem,Sint-Maria-Oudenhove,Oost-Vlaanderen,,,,
9620,Zottegem,Strijpen,Oost-Vlaanderen,,,,
9620,Zottegem,Velzeke-Ruddershove,Oost-Vlaanderen,,,,
9630,Zwalm,Beerlegem,Oost-Vlaanderen,,,,
9630,Zwalm,Dikkele,Oost-Vlaanderen,,,,
9630,Zwalm,Hundelgem,Oost-Vlaanderen,,,,
9630,Zwalm,Meilegem,Oost-Vlaanderen,,,,
9630,Zwalm,Munkzwalm,Oost-Vlaanderen,,,,
9630,Zwalm,Paulatem,Oost-Vlaanderen,,,,
9630,Zwalm,Roborst,Oost-Vlaanderen,,,,
9630,Zwalm,Rozebeke,Oost-Vlaanderen,,,,
9630,Zwalm,Sint-Blasius-Boekel,Oost-Vlaanderen,,,,
9630,Zwalm,Sint-Denijs-Boekel,Oost-Vlaanderen,,,,
9630,Zwalm,Sint-Maria-Latem,Oost-Vlaanderen,,,,
9636,Zwalm,Nederzwalm-Hermelgem,Oost-Vlaanderen,,,,
9660,Brakel,Elst,Oost-Vlaanderen,,,,
9660,Brakel,Everbeek,Oost-Vlaanderen,,,,
9660,Brakel,Michelbeke,Oost-Vlaanderen,,,,
9660,Brakel,Nederbrakel,Oost-Vlaanderen,,,,
9660,Brakel,Opbrakel,Oost-Vlaanderen,,,,
9660,Brakel,Zegelsem,Oost-Vlaanderen,,,,
9661,Brakel,Parike,Oost-Vlaanderen,,,,
9667,Horebeke,Sint-Kornelis-Horebeke,Oost-Vlaanderen,,,,
9667,Horebeke,Sint-Maria-Horebeke,Oost-Vlaanderen,,,,
9680,Maarkedal,Etikhove,Oost-Vlaanderen,,,,
9680,Maarkedal,Maarke-Kerkem,Oost-Vlaanderen,,,,
9681,Maarkedal,Nukerke,Oost-Vlaanderen,,,,
9688,Maarkedal,Schorisse,Oost-Vlaanderen,,,,
9690,Kluisbergen,Berchem,Oost-Vlaanderen,,,,
9690,Kluisbergen,Kwaremont,Oost-Vlaanderen,,,,
9690,Kluisbergen,Ruien,Oost-Vlaanderen,,,,
9690,Kluisbergen,Zulzeke,Oost-Vlaanderen,,,,
9700,Oudenaarde,Bevere,Oost-Vlaanderen,,,,
9700,Oudenaarde,Edelare,Oost-Vlaanderen,,,,
9700,Oudenaarde,Eine,Oost-Vlaanderen,,,,
9700,Oudenaarde,Ename,Oost-Vlaanderen,,,,
9700,Oudenaarde,Heurne,Oost-Vlaanderen,,,,
9700,Oudenaarde,Leupegem,Oost-Vlaanderen,,,,
9700,Oudenaarde,Mater,Oost-Vlaanderen,,,,
9700,Oudenaarde,Melden,Oost-Vlaanderen,,,,
9700,Oudenaarde,Mullem,Oost-Vlaanderen,,,,
9700,Oudenaarde,Nederename,Oost-Vlaanderen,,,,
9700,Oudenaarde,Volkegem,Oost-Vlaanderen,,,,
9700,Oudenaarde,Welden,Oost-Vlaanderen,,,,
9750,Kruisem,Huise,Oost-Vlaanderen,,,,
9750,Kruisem,Ouwegem,Oost-Vlaanderen,,,,
9771,Kruisem,Nokere,Oost-Vlaanderen,,,,
9772,Kruisem,Wannegem-Lede,Oost-Vlaanderen,,,,
9790,Wortegem-Petegem,Elsegem,Oost-Vlaanderen,,,,
9790,Wortegem-Petegem,Moregem,Oost-Vlaanderen,,,,
9790,Wortegem-Petegem,Ooike,Oost-Vlaanderen,,,,
9790,Wortegem-Petegem,Petegem-aan-de-Schelde,Oost-Vlaanderen,,,,
9790,Wortegem-Petegem,Wortegem,Oost-Vlaanderen,,,,
9800,Deinze,Astene,Oost-Vlaanderen,,,,
9800,Deinze,Bachte-Maria-Leerne,Oost-Vlaanderen,,,,
9800,Deinze,Gottem,Oost-Vlaanderen,,,,
9800,Deinze,Grammene,Oost-Vlaanderen,,,,
9800,Deinze,Meigem,Oost-Vlaanderen,,,,
9800,Deinze,Petegem-aan-de-Leie,Oost-Vlaanderen,,,,
9800,Deinze,Sint-Martens-Leerne,Oost-Vlaanderen,,,,
9800,Deinze,Vinkt,Oost-Vlaanderen,,,,
9800,Deinze,Wontergem,Oost-Vlaanderen,,,,
9800,Deinze,Zeveren,Oost-Vlaanderen,,,,
9810,Nazareth,Eke,Oost-Vlaanderen,,,,
9820,Merelbeke,Bottelare,Oost-Vlaanderen,,,,
9820,Merelbeke,Lemberge,Oost-Vlaanderen,,,,
9820,Merelbeke,Melsen,Oost-Vlaanderen,,,,
9820,Merelbeke,Munte,Oost-Vlaanderen,,,,
9820,Merelbeke,Schelderode,Oost-Vlaanderen,,,,
9831,Sint-Martens-Latem,Deurle,Oost-Vlaanderen,,,,
9840,De Pinte,Zevergem,Oost-Vlaanderen,,,,
9850,Deinze,Hansbeke,Oost-Vlaanderen,,,,
9850,Deinze,Landegem,Oost-Vlaanderen,,,,
9850,Deinze,Merendree,Oost-Vlaanderen,,,,
9850,Deinze,Poesele,Oost-Vlaanderen,,,,
9850,Deinze,Vosselare,Oost-Vlaanderen,,,,
9860,Oosterzele,Balegem,Oost-Vlaanderen,,,,
9860,Oosterzele,Gijzenzele,Oost-Vlaanderen,,,,
9860,Oosterzele,Landskouter,Oost-Vlaanderen,,,,
9860,Oosterzele,Moortsele,Oost-Vlaanderen,,,,
9860,Oosterzele,Scheldewindeke,Oost-Vlaanderen,,,,
9870,Zulte,Machelen,Oost-Vlaanderen,,,,
9870,Zulte,Olsene,Oost-Vlaanderen,,,,
9880,Aalter,Lotenhulle,Oost-Vlaanderen,,,,
9880,Aalter,Poeke,Oost-Vlaanderen,,,,
9881,Aalter,Bellem,Oost-Vlaanderen,,,,
9890,Gavere,Asper,Oost-Vlaanderen,,,,
9890,Gavere,Baaigem,Oost-Vlaanderen,,,,
9890,Gavere,Dikkelvenne,Oost-Vlaanderen,,,,
9890,Gavere,Semmerzake,Oost-Vlaanderen,,,,
9890,Gavere,Vurste,Oost-Vlaanderen,,,,
9910,Aalter,Knesselare,Oost-Vlaanderen,,,,
